"edition_id","country_noc","participants"
26,"BIZ",2
26,"BLR",130
26,"BOL",7
26,"BOT",8
26,"BRA",149
26,"BRN",10
26,"BRU",1
26,"BUL",85
26,"BUR",5
26,"CAF",4
26,"CAM",4
26,"CAN",177
26,"CAY",5
26,"CGO",6
26,"CHA",2
26,"CHI",23
26,"CHN",261
26,"CIV",5
26,"CMR",17
26,"COD",5
26,"COK",3
26,"COL",52
26,"COM",3
26,"CPV",3
26,"CRC",7
26,"CRO",52
26,"CUB",109
26,"CYP",20
26,"CZE",115
26,"DEN",61
26,"DMA",2
26,"DOM",22
26,"ECU",16
26,"EGY",55
26,"ERI",4
26,"ESA",7
26,"ESP",196
26,"EST",38
26,"ETH",26
26,"FIJ",8
26,"FIN",53
26,"FRA",247
26,"FSM",5
26,"GAB",5
26,"GAM",2
26,"GBR",210
26,"GBS",3
26,"GEO",33
26,"GEQ",2
26,"GER",308
26,"GHA",11
26,"GRE",238
26,"GRN",5
26,"GUA",18
26,"GUI",3
26,"GUM",4
26,"GUY",4
26,"HAI",8
26,"HKG",30
26,"HON",5
26,"HUN",151
26,"INA",29
26,"IND",54
26,"IRI",37
26,"IRL",41
26,"IRQ",8
26,"ISL",12
26,"ISR",32
26,"ISV",6
26,"ITA",215
26,"IVB",1
26,"JAM",43
26,"JOR",8
26,"JPN",194
26,"KAZ",92
26,"KEN",35
26,"KGZ",29
26,"KIR",3
26,"KOR",165
26,"KSA",17
26,"KUW",11
26,"LAO",5
26,"LAT",32
26,"LBA",8
26,"LBN",5
26,"LBR",2
26,"LCA",2
26,"LES",3
26,"LIE",1
26,"LTU",45
26,"LUX",11
26,"MAD",9
26,"MAR",42
26,"MAS",22
26,"MAW",4
26,"MDA",33
26,"MDV",4
26,"MEX",78
26,"MGL",20
26,"MKD",10
26,"MLI",6
26,"MLT",7
26,"MON",3
26,"MOZ",4
26,"MRI",9
26,"MTN",2
26,"MYA",2
26,"NAM",8
26,"NCA",5
26,"NED",110
26,"NEP",6
26,"NGR",35
26,"NIG",4
26,"NOR",39
26,"NRU",3
26,"NZL",86
26,"OMA",2
26,"PAK",11
26,"PAN",4
26,"PAR",6
26,"PER",12
26,"PHI",16
26,"PLE",3
26,"PLW",4
26,"PNG",4
26,"POL",149
26,"POR",60
26,"PRK",38
26,"PUR",29
26,"QAT",15
26,"ROU",96
26,"RSA",73
26,"RUS",344
26,"RWA",5
26,"SAM",3
26,"SCG",33
26,"SEN",15
26,"SEY",9
26,"SGP",16
26,"SKN",2
26,"SLE",2
26,"SLO",58
26,"SMR",5
26,"SOL",2
26,"SOM",2
26,"SRI",7
26,"STP",2
26,"SUD",5
26,"SUI",87
26,"SUR",4
26,"SVK",57
26,"SWE",94
26,"SWZ",3
26,"SYR",6
26,"TAN",8
26,"TGA",5
26,"THA",40
26,"TJK",9
26,"TKM",9
26,"TLS",2
26,"TOG",3
26,"TPE",53
26,"TTO",17
26,"TUN",31
26,"TUR",65
26,"UAE",4
26,"UGA",11
26,"UKR",204
26,"URU",14
26,"USA",377
26,"UZB",68
26,"VAN",2
26,"VEN",48
26,"VIE",10
26,"VIN",3
26,"YEM",3
26,"ZAM",6
26,"ZIM",11
53,"AFG",4
53,"AHO",3
53,"ALB",11
53,"ALG",48
53,"AND",5
53,"ANG",7
53,"ANT",5
53,"ARG",73
53,"ARM",26
53,"ARU",2
53,"ASA",4
53,"AUS",268
53,"AUT",61
53,"AZE",41
53,"BAH",23
53,"BAN",5
53,"BAR",8
53,"BDI",3
53,"BEL",56
53,"BEN",5
53,"BER",6
53,"BHU",2
53,"BIH",5
53,"BIZ",4
53,"BLR",146
53,"BOL",7
53,"BOT",12
53,"BRA",162
53,"BRN",15
53,"BUL",53
53,"BUR",6
53,"CAF",3
53,"CAM",4
53,"CAN",215
53,"CAY",4
53,"CGO",5
53,"CHA",2
53,"CHI",27
53,"CHN",351
53,"CIV",6
53,"CMR",16
53,"COD",5
53,"COK",4
53,"COL",65
53,"COM",3
53,"CPV",2
53,"CRC",8
53,"CRO",62
53,"CUB",115
53,"CYP",17
53,"CZE",110
53,"DEN",59
53,"DJI",2
53,"DMA",2
53,"DOM",22
53,"ECU",25
53,"EGY",72
53,"ERI",10
53,"ESA",11
53,"ESP",186
53,"EST",43
53,"ETH",28
53,"FIJ",6
53,"FIN",54
53,"FRA",257
53,"FSM",5
53,"GAB",4
53,"GAM",3
53,"GBR",238
53,"GBS",3
53,"GEO",33
53,"GEQ",3
53,"GER",260
53,"GHA",9
53,"GRE",98
53,"GRN",9
53,"GUA",12
53,"GUI",5
53,"GUM",6
53,"GUY",4
53,"HAI",7
53,"HKG",42
53,"HON",7
53,"HUN",129
53,"INA",24
53,"IND",50
53,"IRI",49
53,"IRL",47
53,"IRQ",3
53,"ISL",14
53,"ISR",37
53,"ISV",7
53,"ITA",242
53,"IVB",2
53,"JAM",46
53,"JOR",7
53,"JPN",216
53,"KAZ",103
53,"KEN",46
53,"KGZ",20
53,"KIR",2
53,"KOR",161
53,"KSA",15
53,"KUW",8
53,"LAO",4
53,"LAT",36
53,"LBA",7
53,"LBN",7
53,"LBR",3
53,"LCA",4
53,"LES",5
53,"LIE",2
53,"LTU",58
53,"LUX",13
53,"MAD",6
53,"MAR",47
53,"MAS",36
53,"MAW",4
53,"MDA",29
53,"MDV",4
53,"MEX",82
53,"MGL",28
53,"MHL",5
53,"MKD",7
53,"MLI",6
53,"MLT",6
53,"MNE",7
53,"MON",5
53,"MOZ",4
53,"MRI",12
53,"MTN",2
53,"MYA",8
53,"NAM",10
53,"NCA",6
53,"NED",110
53,"NEP",8
53,"NGR",44
53,"NIG",5
53,"NOR",49
53,"NRU",1
53,"NZL",90
53,"OMA",4
53,"PAK",6
53,"PAN",5
53,"PAR",7
53,"PER",13
53,"PHI",19
53,"PLE",4
53,"PLW",5
53,"PNG",7
53,"POL",193
53,"POR",73
53,"PRK",45
53,"PUR",22
53,"QAT",20
53,"ROU",83
53,"RSA",96
53,"RUS",357
53,"RWA",4
53,"SAM",6
53,"SEN",15
53,"SEY",8
53,"SGP",27
53,"SKN",4
53,"SLE",3
53,"SLO",53
53,"SMR",4
53,"SOL",3
53,"SOM",2
53,"SRB",40
53,"SRI",9
53,"STP",3
53,"SUD",9
53,"SUI",76
53,"SUR",4
53,"SVK",52
53,"SWE",97
53,"SWZ",4
53,"SYR",8
53,"TAN",10
53,"TGA",3
53,"THA",42
53,"TJK",15
53,"TKM",10
53,"TLS",2
53,"TOG",4
53,"TPE",50
53,"TTO",24
53,"TUN",29
53,"TUR",67
53,"TUV",3
53,"UAE",8
53,"UGA",11
53,"UKR",233
53,"URU",11
53,"USA",389
53,"UZB",56
53,"VAN",3
53,"VEN",74
53,"VIE",21
53,"VIN",2
53,"YEM",5
53,"ZAM",8
53,"ZIM",13
54,"AFG",6
54,"ALB",9
54,"ALG",28
54,"AND",6
54,"ANG",11
54,"ANT",4
54,"ARG",63
54,"ARM",24
54,"ARU",4
54,"ASA",5
54,"AUS",254
54,"AUT",62
54,"AZE",51
54,"BAH",21
54,"BAN",5
54,"BAR",6
54,"BDI",6
54,"BEL",79
54,"BEN",5
54,"BER",7
54,"BHU",2
54,"BIH",6
54,"BIZ",3
54,"BLR",128
54,"BOL",5
54,"BOT",4
54,"BRA",153
54,"BRN",12
54,"BRU",3
54,"BUL",47
54,"BUR",5
54,"CAF",6
54,"CAM",6
54,"CAN",209
54,"CAY",5
54,"CGO",7
54,"CHA",2
54,"CHI",35
54,"CHN",276
54,"CIV",9
54,"CMR",16
54,"COD",4
54,"COK",8
54,"COL",81
54,"COM",3
54,"CPV",3
54,"CRC",11
54,"CRO",53
54,"CUB",100
54,"CYP",13
54,"CZE",105
54,"DEN",74
54,"DJI",5
54,"DMA",2
54,"DOM",21
54,"ECU",36
54,"EGY",89
54,"ERI",12
54,"ESA",10
54,"ESP",163
54,"EST",28
54,"ETH",34
54,"FIJ",9
54,"FIN",52
54,"FRA",236
54,"FSM",6
54,"GAB",7
54,"GAM",2
54,"GBR",320
54,"GBS",4
54,"GEO",35
54,"GEQ",2
54,"GER",286
54,"GHA",9
54,"GRE",74
54,"GRN",9
54,"GUA",19
54,"GUI",4
54,"GUM",8
54,"GUY",6
54,"HAI",5
54,"HKG",36
54,"HON",10
54,"HUN",112
54,"INA",19
54,"IND",64
54,"IOA",4
54,"IRI",53
54,"IRL",60
54,"IRQ",8
54,"ISL",14
54,"ISR",28
54,"ISV",7
54,"ITA",209
54,"IVB",2
54,"JAM",42
54,"JOR",9
54,"JPN",215
54,"KAZ",103
54,"KEN",45
54,"KGZ",14
54,"KIR",3
54,"KOR",156
54,"KSA",19
54,"KUW",10
54,"LAO",3
54,"LAT",41
54,"LBA",4
54,"LBN",10
54,"LBR",4
54,"LCA",4
54,"LES",4
54,"LIE",3
54,"LTU",50
54,"LUX",9
54,"MAD",7
54,"MAR",49
54,"MAS",30
54,"MAW",3
54,"MDA",20
54,"MDV",5
54,"MEX",87
54,"MGL",29
54,"MHL",4
54,"MKD",4
54,"MLI",6
54,"MLT",5
54,"MNE",8
54,"MON",6
54,"MOZ",6
54,"MRI",10
54,"MTN",2
54,"MYA",6
54,"NAM",9
54,"NCA",6
54,"NED",107
54,"NEP",5
54,"NGR",37
54,"NIG",6
54,"NOR",46
54,"NRU",2
54,"NZL",89
54,"OMA",4
54,"PAK",6
54,"PAN",8
54,"PAR",8
54,"PER",16
54,"PHI",11
54,"PLE",5
54,"PLW",5
54,"PNG",8
54,"POL",165
54,"POR",70
54,"PRK",34
54,"PUR",25
54,"QAT",12
54,"ROU",78
54,"RSA",68
54,"RUS",330
54,"RWA",7
54,"SAM",8
54,"SEN",15
54,"SEY",6
54,"SGP",22
54,"SKN",4
54,"SLE",2
54,"SLO",61
54,"SMR",4
54,"SOL",4
54,"SOM",2
54,"SRB",60
54,"SRI",7
54,"STP",2
54,"SUD",6
54,"SUI",71
54,"SUR",5
54,"SVK",46
54,"SWE",85
54,"SWZ",3
54,"SYR",10
54,"TAN",6
54,"TGA",3
54,"THA",35
54,"TJK",16
54,"TKM",10
54,"TLS",2
54,"TOG",6
54,"TPE",44
54,"TTO",25
54,"TUN",48
54,"TUR",87
54,"TUV",3
54,"UAE",9
54,"UGA",15
54,"UKR",214
54,"URU",11
54,"USA",378
54,"UZB",53
54,"VAN",5
54,"VEN",63
54,"VIE",17
54,"VIN",3
54,"YEM",4
54,"ZAM",7
54,"ZIM",7
59,"AFG",3
59,"ALB",6
59,"ALG",47
59,"AND",4
59,"ANG",10
59,"ANT",7
59,"ARG",85
59,"ARM",32
59,"ARU",6
59,"ASA",4
59,"AUS",262
59,"AUT",61
59,"AZE",55
59,"BAH",26
59,"BAN",7
59,"BAR",11
59,"BDI",9
59,"BEL",90
59,"BEN",6
59,"BER",8
59,"BHU",2
59,"BIH",11
59,"BIZ",3
59,"BLR",100
59,"BOL",12
59,"BOT",11
59,"BRA",271
59,"BRN",34
59,"BRU",3
59,"BUL",45
59,"BUR",5
59,"CAF",6
59,"CAM",6
59,"CAN",218
59,"CAY",5
59,"CGO",10
59,"CHA",2
59,"CHI",34
59,"CHN",279
59,"CIV",12
59,"CMR",13
59,"COD",4
59,"COK",9
59,"COL",98
59,"COM",4
59,"CPV",5
59,"CRC",10
59,"CRO",48
59,"CUB",97
59,"CYP",16
59,"CZE",96
59,"DEN",73
59,"DJI",7
59,"DMA",2
59,"DOM",24
59,"ECU",37
59,"EGY",89
59,"EOR",10
59,"ERI",12
59,"ESA",8
59,"ESP",177
59,"EST",42
59,"ETH",38
59,"FIJ",14
59,"FIN",51
59,"FRA",258
59,"FSM",5
59,"GAB",6
59,"GAM",4
59,"GBR",266
59,"GBS",5
59,"GEO",41
59,"GEQ",2
59,"GER",300
59,"GHA",12
59,"GRE",69
59,"GRN",7
59,"GUA",21
59,"GUI",5
59,"GUM",5
59,"GUY",6
59,"HAI",10
59,"HKG",32
59,"HON",8
59,"HUN",128
59,"INA",24
59,"IND",78
59,"IOA",9
59,"IRI",52
59,"IRL",59
59,"IRQ",5
59,"ISL",8
59,"ISR",40
59,"ISV",7
59,"ITA",224
59,"IVB",4
59,"JAM",51
59,"JOR",8
59,"JPN",231
59,"KAZ",99
59,"KEN",58
59,"KGZ",19
59,"KIR",3
59,"KOR",146
59,"KOS",8
59,"KSA",11
59,"LAO",6
59,"LAT",31
59,"LBA",7
59,"LBN",9
59,"LBR",2
59,"LCA",5
59,"LES",8
59,"LIE",3
59,"LTU",49
59,"LUX",10
59,"MAD",6
59,"MAR",49
59,"MAS",32
59,"MAW",5
59,"MDA",24
59,"MDV",4
59,"MEX",97
59,"MGL",43
59,"MHL",5
59,"MKD",6
59,"MLI",6
59,"MLT",7
59,"MNE",9
59,"MON",3
59,"MOZ",7
59,"MRI",11
59,"MTN",2
59,"MYA",7
59,"NAM",10
59,"NCA",5
59,"NED",145
59,"NEP",7
59,"NGR",44
59,"NIG",6
59,"NOR",46
59,"NRU",2
59,"NZL",91
59,"OMA",4
59,"PAK",7
59,"PAN",10
59,"PAR",11
59,"PER",29
59,"PHI",13
59,"PLE",6
59,"PLW",5
59,"PNG",8
59,"POL",181
59,"POR",73
59,"PRK",31
59,"PUR",30
59,"QAT",24
59,"ROU",67
59,"RSA",84
59,"RUS",221
59,"RWA",7
59,"SAM",8
59,"SEN",11
59,"SEY",10
59,"SGP",22
59,"SKN",5
59,"SLE",4
59,"SLO",44
59,"SMR",4
59,"SOL",3
59,"SOM",2
59,"SRB",55
59,"SRI",9
59,"SSD",3
59,"STP",3
59,"SUD",6
59,"SUI",82
59,"SUR",6
59,"SVK",47
59,"SWE",94
59,"SWZ",2
59,"SYR",7
59,"TAN",7
59,"TGA",7
59,"THA",51
59,"TJK",7
59,"TKM",9
59,"TLS",3
59,"TOG",5
59,"TPE",56
59,"TTO",28
59,"TUN",44
59,"TUR",87
59,"TUV",1
59,"UAE",13
59,"UGA",21
59,"UKR",184
59,"URU",16
59,"USA",380
59,"UZB",66
59,"VAN",4
59,"VEN",73
59,"VIE",21
59,"VIN",4
59,"YEM",3
59,"ZAM",7
59,"ZIM",14
61,"AFG",5
61,"ALB",9
61,"ALG",40
61,"AND",2
61,"ANG",6
61,"ANT",6
61,"ARG",69
61,"ARM",17
61,"ARU",3
61,"ASA",5
61,"AUS",279
61,"AUT",72
61,"AZE",40
61,"BAH",13
61,"BAN",7
61,"BAR",8
61,"BDI",6
61,"BEL",92
61,"BEN",7
61,"BER",2
61,"BHU",4
61,"BIH",7
61,"BIZ",3
61,"BLR",94
61,"BOL",5
61,"BOT",11
61,"BRA",192
61,"BRN",18
61,"BRU",2
61,"BUL",37
61,"BUR",7
61,"CAF",2
61,"CAM",3
61,"CAN",235
61,"CAY",5
61,"CGO",3
61,"CHA",3
61,"CHI",34
61,"CHN",286
61,"CIV",11
61,"CMR",12
61,"COD",7
61,"COK",6
61,"COL",65
61,"COM",3
61,"CPV",6
61,"CRC",14
61,"CRO",45
61,"CUB",69
61,"CYP",15
61,"CZE",97
61,"DEN",73
61,"DJI",4
61,"DMA",2
61,"DOM",28
61,"ECU",44
61,"EGY",101
61,"EOR",30
61,"ERI",13
61,"ESA",5
61,"ESP",193
61,"EST",30
61,"ETH",36
61,"FIJ",8
61,"FIN",44
61,"FRA",271
61,"FSM",3
61,"GAB",5
61,"GAM",4
61,"GBR",267
61,"GBS",4
61,"GEO",33
61,"GEQ",3
61,"GER",296
61,"GHA",11
61,"GRE",61
61,"GRN",6
61,"GUA",23
61,"GUI",5
61,"GUM",5
61,"GUY",7
61,"HAI",6
61,"HKG",40
61,"HON",6
61,"HUN",130
61,"INA",24
61,"IND",85
61,"IRI",45
61,"IRL",81
61,"IRQ",3
61,"ISL",4
61,"ISR",62
61,"ISV",4
61,"ITA",275
61,"IVB",3
61,"JAM",51
61,"JOR",14
61,"JPN",341
61,"KAZ",86
61,"KEN",50
61,"KGZ",16
61,"KIR",3
61,"KOR",149
61,"KOS",11
61,"KSA",12
61,"KUW",9
61,"LAO",4
61,"LAT",29
61,"LBA",4
61,"LBN",6
61,"LBR",3
61,"LCA",5
61,"LES",2
61,"LIE",4
61,"LTU",37
61,"LUX",12
61,"MAD",6
61,"MAR",45
61,"MAS",27
61,"MAW",5
61,"MDA",22
61,"MDV",4
61,"MEX",105
61,"MGL",43
61,"MHL",2
61,"MKD",8
61,"MLI",4
61,"MLT",6
61,"MNE",9
61,"MON",6
61,"MOZ",9
61,"MRI",8
61,"MTN",2
61,"MYA",2
61,"NAM",11
61,"NCA",8
61,"NED",163
61,"NEP",5
61,"NGR",29
61,"NIG",7
61,"NOR",59
61,"NRU",2
61,"NZL",96
61,"OMA",5
61,"PAK",10
61,"PAN",10
61,"PAR",8
61,"PER",34
61,"PHI",19
61,"PLE",5
61,"PLW",3
61,"PNG",8
61,"POL",167
61,"POR",74
61,"PUR",25
61,"QAT",15
61,"ROC",267
61,"ROU",54
61,"RSA",83
61,"RWA",5
61,"SAM",9
61,"SEN",9
61,"SEY",5
61,"SGP",22
61,"SKN",2
61,"SLE",4
61,"SLO",42
61,"SMR",6
61,"SOL",3
61,"SOM",2
61,"SRB",51
61,"SRI",9
61,"SSD",2
61,"STP",4
61,"SUD",5
61,"SUI",102
61,"SUR",3
61,"SVK",38
61,"SWE",85
61,"SWZ",4
61,"SYR",6
61,"TAN",3
61,"TGA",6
61,"THA",39
61,"TJK",10
61,"TKM",9
61,"TLS",3
61,"TOG",4
61,"TPE",70
61,"TTO",24
61,"TUN",51
61,"TUR",94
61,"TUV",2
61,"UAE",5
61,"UGA",25
61,"UKR",142
61,"URU",9
61,"USA",427
61,"UZB",64
61,"VAN",3
61,"VEN",31
61,"VIE",18
61,"VIN",3
61,"YEM",5
61,"ZAM",9
61,"ZIM",5
